index,股票代码,报告日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
0,002594,2025-06-30,,交通运输设备及电气制造业,302506271000,0.814764,240941430000.0,0.79149,61564841000.0,0.920722,0.203516
1,002594,2025-06-30,,日用电子器件制造业,68743903000,0.185153,63447714000.0,0.208425,5296189000.0,0.079206,0.077042
2,002594,2025-06-30,,其他,30774000,8.3e-05,25945000.0,8.5e-05,4829000.0,7.2e-05,0.156918
3,002594,2025-06-30,按产品分类,汽车、汽车相关产品及其他产品,302506271000,0.814764,240941430000.0,0.79149,61564841000.0,0.920722,0.203516
4,002594,2025-06-30,按产品分类,手机部件、组装及其他产品,68743903000,0.185153,63447714000.0,0.208425,5296189000.0,0.079206,0.077042
5,002594,2025-06-30,按产品分类,其他,30774000,8.3e-05,25945000.0,8.5e-05,4829000.0,7.2e-05,0.156918
6,002594,2025-06-30,按地区分类,中国(包括港澳台地区),235923281000,0.635431,195880048000.0,0.643464,40043233000.0,0.598859,0.16973
7,002594,2025-06-30,按地区分类,境外,135357667000,0.364569,108535041000.0,0.356536,26822626000.0,0.401141,0.198161
8,002594,2024-12-31,,交通运输设备及电气制造业,617381935000,0.794467,479660859000.0,0.766174,137721076000.0,0.911723,0.223073
9,002594,2024-12-31,,日用电子器件制造业,159608576000,0.205389,146289389000.0,0.233672,13319187000.0,0.088174,0.083449
10,002594,2024-12-31,,其他,111944000,0.000144,96368000.0,0.000154,15576000.0,0.000103,0.139141
11,002594,2024-12-31,按产品分类,汽车、汽车相关产品及其他产品,617381935000,0.794467,479660859000.0,0.766174,137721076000.0,0.911723,0.223073
12,002594,2024-12-31,按产品分类,手机部件、组装及其他产品,159608576000,0.205389,146289389000.0,0.233672,13319187000.0,0.088174,0.083449
13,002594,2024-12-31,按产品分类,其他,111944000,0.000144,96368000.0,0.000154,15576000.0,0.000103,0.139141
14,002594,2024-12-31,按地区分类,中国(包括港澳台地区),555217682000,0.714472,443177165000.0,0.707898,112040517000.0,0.741716,0.201796
15,002594,2024-12-31,按地区分类,境外,221884773000,0.285528,182869451000.0,0.292102,39015322000.0,0.258284,0.175836
16,002594,2024-06-30,,交通运输设备及电气制造业,228316902000,0.758209,173666734000.0,0.721028,54650168000.0,0.906805,0.239361
17,002594,2024-06-30,,日用电子器件制造业,72778443000,0.241687,67165908000.0,0.278859,5612535000.0,0.093128,0.077118
18,002594,2024-06-30,,其他,31368000,0.000104,27340000.0,0.000114,4028000.0,6.7e-05,0.128411
19,002594,2024-06-30,按产品分类,汽车、汽车相关产品及其他产品,228316902000,0.758209,173666734000.0,0.721028,54650168000.0,0.906805,0.239361
20,002594,2024-06-30,按产品分类,手机部件、组装及其他产品,72778443000,0.241687,67165908000.0,0.278859,5612535000.0,0.093128,0.077118
21,002594,2024-06-30,按产品分类,其他,31368000,0.000104,27340000.0,0.000114,4028000.0,6.7e-05,0.128411
22,002594,2024-06-30,按地区分类,中国(包括港澳台地区),211180522000,0.701301,166575804000.0,0.691588,44604718000.0,0.740122,0.211216
23,002594,2024-06-30,按地区分类,境外,89946191000,0.298699,74284178000.0,0.308412,15662013000.0,0.259878,0.174126
24,002594,2023-12-31,,交通运输设备及电气制造业,483453318000,0.802658,372156503000.0,0.774425,111296815000.0,0.91409,0.230212
25,002594,2023-12-31,,日用电子器件制造业,118576910000,0.196868,108165634000.0,0.225083,10411276000.0,0.085509,0.087802
26,002594,2023-12-31,,其他,285126000,0.000473,236213000.0,0.000492,48913000.0,0.000402,0.171549
27,002594,2023-12-31,按产品分类,汽车、汽车相关产品及其他产品,483453318000,0.802658,372156503000.0,0.774425,111296815000.0,0.91409,0.230212
28,002594,2023-12-31,按产品分类,手机部件、组装及其他产品,118576910000,0.196868,108165634000.0,0.225083,10411276000.0,0.085509,0.087802
29,002594,2023-12-31,按产品分类,其他,285126000,0.000473,236213000.0,0.000492,48913000.0,0.000402,0.171549
30,002594,2023-12-31,按地区分类,中国(包括港澳台地区),442093854000,0.733991,331726626000.0,0.690294,110367228000.0,0.906455,0.249647
31,002594,2023-12-31,按地区分类,境外,160221500000,0.266009,148831724000.0,0.309706,11389776000.0,0.093545,0.071088
32,002594,2023-06-30,,交通运输设备及电气制造业,208823603000,0.802784,165662894000.0,0.779768,43160709000.0,0.905357,0.206685
33,002594,2023-06-30,,日用电子器件制造业,51090165000,0.196407,46607145000.0,0.219378,4483020000.0,0.094038,0.087747
34,002594,2023-06-30,,其他,210375000,0.000809,181517000.0,0.000854,28858000.0,0.000605,0.137174
35,002594,2023-06-30,按产品分类,汽车、汽车相关产品及其他产品,208823603000,0.802784,165662894000.0,0.779768,43160709000.0,0.905357,0.206685
36,002594,2023-06-30,按产品分类,手机部件、组装及其他产品,51090165000,0.196407,46607145000.0,0.219378,4483020000.0,0.094038,0.087747
37,002594,2023-06-30,按产品分类,其他,210375000,0.000809,181517000.0,0.000854,28858000.0,0.000605,0.137174
38,002594,2023-06-30,按地区分类,中国(包括港澳台地区),195714569000,0.752389,153257787000.0,0.721378,42456782000.0,0.890591,0.216932
39,002594,2023-06-30,按地区分类,境外,64409574000,0.247611,59193769000.0,0.278622,5215805000.0,0.109409,0.080979
40,002594,2022-12-31,,交通运输设备制造业,324691175000,0.765672,258498937000.0,0.734757,66192238000.0,0.91622,0.203862
41,002594,2022-12-31,,日用电子器件制造业,98815054000,0.233021,92828631000.0,0.263856,5986423000.0,0.082863,0.060582
42,002594,2022-12-31,,其他,554406000,0.001307,488112000.0,0.001387,66294000.0,0.000918,0.119577
43,002594,2022-12-31,按产品分类,汽车、汽车相关产品及其他产品,324691175000,0.765672,258498937000.0,0.734757,66192238000.0,0.91622,0.203862
44,002594,2022-12-31,按产品分类,手机部件、组装及其他产品,98815054000,0.233021,92828631000.0,0.263856,5986423000.0,0.082863,0.060582
45,002594,2022-12-31,按产品分类,其他,554406000,0.001307,488112000.0,0.001387,66294000.0,0.000918,0.119577
46,002594,2022-12-31,按地区分类,中国(包括港澳台地区),332607435000,0.784339,264035639000.0,0.750494,68571796000.0,0.949157,0.206164
47,002594,2022-12-31,按地区分类,境外,91453200000,0.215661,87780041000.0,0.249506,3673159000.0,0.050843,0.040164
48,002594,2022-06-30,,交通运输设备制造业,109267418000,0.725512,91451557000.0,0.70204,17815861000.0,0.875826,0.163048
49,002594,2022-06-30,,日用电子器件制造业,41069650000,0.272694,38573853000.0,0.296117,2495797000.0,0.122693,0.06077
50,002594,2022-06-30,,其他,270184000,0.001794,240068000.0,0.001843,30116000.0,0.001481,0.111465
51,002594,2022-06-30,按产品分类,汽车、相关产品及其他产品,109267418000,0.725512,91451557000.0,0.70204,17815861000.0,0.875826,0.163048
52,002594,2022-06-30,按产品分类,手机部件、组装及其他产品,41069650000,0.272694,38573853000.0,0.296117,2495797000.0,0.122693,0.06077
53,002594,2022-06-30,按产品分类,其他,270184000,0.001794,240068000.0,0.001843,30116000.0,0.001481,0.111465
54,002594,2022-06-30,按地区分类,中国(包括港澳台地区),117224189000,0.778344,97747034000.0,0.750368,19477155000.0,0.957495,0.166153
55,002594,2022-06-30,按地区分类,境外,33383063000,0.221656,32518444000.0,0.249632,864619000.0,0.042505,0.0259
56,002594,2021-12-31,,交通运输设备制造业,112489244000,0.52044,92926612000.0,0.494297,19562632000.0,0.695073,0.173907
57,002594,2021-12-31,,日用电子器件制造业,86454452000,0.399988,79906532000.0,0.42504,6547920000.0,0.232652,0.075738
58,002594,2021-12-31,,电子元器件制造业,16471206000,0.076205,14504790000.0,0.077154,1966416000.0,0.069868,0.119385
59,002594,2021-12-31,,其他,727493000,0.003366,659755000.0,0.003509,67738000.0,0.002407,0.093112
60,002594,2021-12-31,按产品分类,汽车、汽车相关产品及其他产品,112489244000,0.52044,92926612000.0,0.494297,19562632000.0,0.695073,0.173907
61,002594,2021-12-31,按产品分类,手机部件、组装及其他产品,86454452000,0.399988,79906532000.0,0.42504,6547920000.0,0.232652,0.075738
62,002594,2021-12-31,按产品分类,二次充电电池及光伏,16471206000,0.076205,14504790000.0,0.077154,1966416000.0,0.069868,0.119385
63,002594,2021-12-31,按产品分类,其他,727493000,0.003366,659755000.0,0.003509,67738000.0,0.002407,0.093112
64,002594,2021-12-31,按地区分类,中国(包括港澳台地区),152235378000,0.704329,128546687000.0,0.683767,23688691000.0,0.841675,0.155606
65,002594,2021-12-31,按地区分类,境外,63907017000,0.295671,59451002000.0,0.316233,4456015000.0,0.158325,0.069727
66,002594,2021-06-30,,日用电子器件制造业,43132455000,0.474581,40114872000.0,0.505958,3017583000.0,0.260126,0.069961
67,002594,2021-06-30,,交通运输设备制造业,39156624000,0.430835,31508273000.0,0.397406,7648351000.0,0.659313,0.195327
68,002594,2021-06-30,,电子元器件制造业,8287118000,0.091182,,,,,
69,002594,2021-06-30,,其他,309203000,0.003402,,,,,
70,002594,2021-06-30,按产品分类,手机部件、组装及其他产品,43132455000,0.474581,40114872000.0,0.505958,3017583000.0,0.260126,0.069961
71,002594,2021-06-30,按产品分类,汽车、汽车相关产品及其他产品,39156624000,0.430835,31508273000.0,0.397406,7648351000.0,0.659313,0.195327
72,002594,2021-06-30,按产品分类,二次充电电池及光伏,8287118000,0.091182,,,,,
73,002594,2021-06-30,按产品分类,其他,309203000,0.003402,,,,,
74,002594,2021-06-30,按地区分类,中国(包括港澳台地区),61455046000,0.676182,51497888000.0,0.649529,9957158000.0,0.85834,0.162023
75,002594,2021-06-30,按地区分类,境外,29430354000,0.323818,27787030000.0,0.350471,1643324000.0,0.14166,0.055838
76,002594,2020-12-31,,交通运输设备制造业,83993325000,0.536364,62829223000.0,0.497652,21164102000.0,0.697419,0.251974
77,002594,2020-12-31,,日用电子器件制造业,60042967000,0.383422,53319564000.0,0.422329,6723403000.0,0.221556,0.111977
78,002594,2020-12-31,,电子元器件制造业,12087528000,0.077188,9650666000.0,0.07644,2436862000.0,0.080302,0.201601
79,002594,2020-12-31,,其他,473871000,0.003026,451927000.0,0.00358,21944000.0,0.000723,0.046308
80,002594,2020-12-31,按产品分类,汽车、汽车相关产品及其他产品,83993325000,0.536364,62829223000.0,0.497652,21164102000.0,0.697419,0.251974
81,002594,2020-12-31,按产品分类,手机部件、组装及其他产品,60042967000,0.383422,53319564000.0,0.422329,6723403000.0,0.221556,0.111977
82,002594,2020-12-31,按产品分类,二次充电电池及光伏,12087528000,0.077188,9650666000.0,0.07644,2436862000.0,0.080302,0.201601
83,002594,2020-12-31,按产品分类,其他,473871000,0.003026,451927000.0,0.00358,21944000.0,0.000723,0.046308
84,002594,2020-12-31,按地区分类,中国(包括港澳台地区),97468145000,0.622411,72961478000.0,0.577906,24506667000.0,0.807567,0.251433
85,002594,2020-12-31,按地区分类,境外,59129546000,0.377589,53289902000.0,0.422094,5839644000.0,0.192433,0.09876
86,002594,2020-06-30,,销售商品及建造服务,60252646000,0.995862,,,,,
87,002594,2020-06-30,,提供服务,250340000,0.004138,,,,,
88,002594,2020-06-30,按产品分类,汽车及相关产品,32072086000,0.530091,,,,,
89,002594,2020-06-30,按产品分类,手机部件及组装等,23380324000,0.386433,,,,,
90,002594,2020-06-30,按产品分类,二次充电电池及光伏,4790968000,0.079186,,,,,
91,002594,2020-06-30,按产品分类,其他,259608000,0.004291,,,,,
92,002594,2020-06-30,按地区分类,中国(包括港澳台地区),36500364000,0.603282,,,,,
93,002594,2020-06-30,按地区分类,境外,24002622000,0.396718,,,,,
94,002594,2019-12-31,,交通运输设备制造业,63265701000,0.495275,49420356000.0,0.4622,13845345000.0,0.665186,0.218844
95,002594,2019-12-31,,日用电子器件制造业,53380006000,0.417885,48386670000.0,0.452532,4993336000.0,0.2399,0.093543
96,002594,2019-12-31,,电子元器件制造业,10505657000,0.082243,8548223000.0,0.079947,1957434000.0,0.094043,0.186322
97,002594,2019-12-31,,其他,587159000,0.004597,569039000.0,0.005322,18120000.0,0.000871,0.03086
98,002594,2019-12-31,按产品分类,汽车及相关产品,63265701000,0.495275,49420356000.0,0.4622,13845345000.0,0.665186,0.218844
99,002594,2019-12-31,按产品分类,手机部件及组装等,53380006000,0.417885,48386670000.0,0.452532,4993336000.0,0.2399,0.093543
100,002594,2019-12-31,按产品分类,二次充电电池及光伏,10505657000,0.082243,8548223000.0,0.079947,1957434000.0,0.094043,0.186322
101,002594,2019-12-31,按产品分类,其他,587159000,0.004597,569039000.0,0.005322,18120000.0,0.000871,0.03086
102,002594,2019-12-31,按地区分类,中国(包括港澳台地区),108215473000,0.847164,89506073000.0,1.0,18709400000.0,1.0,0.17289
103,002594,2019-12-31,按地区分类,亚太(除中国),9181707000,0.071879,,,,,
104,002594,2019-12-31,按地区分类,其他,6323050000,0.0495,,,,,
105,002594,2019-12-31,按地区分类,美国,4018293000,0.031457,,,,,
106,002594,2019-06-30,,交通运输设备制造业,33982023000,0.546473,26093058000.0,0.550345,7888965000.0,0.797405,0.232151
107,002594,2019-06-30,,日用电子器件制造业,23323448000,0.37507,21319117000.0,0.449655,2004331000.0,0.202595,0.085936
108,002594,2019-06-30,,电子元器件制造业,4453054000,0.071611,,,,,
109,002594,2019-06-30,,其他,425738000,0.006846,,,,,
110,002594,2019-06-30,按产品分类,汽车及相关产品,33982023000,0.546473,26093058000.0,0.550345,7888965000.0,0.797405,0.232151
111,002594,2019-06-30,按产品分类,手机部件及组装等,23323448000,0.37507,21319117000.0,0.449655,2004331000.0,0.202595,0.085936
112,002594,2019-06-30,按产品分类,二次充电电池及光伏,4453054000,0.071611,,,,,
113,002594,2019-06-30,按产品分类,其他,425738000,0.006846,,,,,
114,002594,2019-06-30,按地区分类,中国(包括港澳台地区),54166947000,0.871072,44395627000.0,1.0,9771320000.0,1.0,0.180393
115,002594,2019-06-30,按地区分类,亚太(除中国),4262570000,0.068547,,,,,
116,002594,2019-06-30,按地区分类,其他,2418959000,0.0389,,,,,
117,002594,2019-06-30,按地区分类,美国,1335787000,0.021481,,,,,
118,002594,2018-12-31,,交通运输设备制造业,76006859000,0.584422,60971706000.0,0.560787,15035153000.0,0.704904,0.197813
119,002594,2018-12-31,,日用电子器件制造业,42229944000,0.324709,36911584000.0,0.339494,5318360000.0,0.249345,0.125938
120,002594,2018-12-31,,电子元器件制造业,8949916000,0.068817,8102958000.0,0.074527,846958000.0,0.039709,0.094633
121,002594,2018-12-31,,其他,2867988000,0.022052,2739095000.0,0.025193,128893000.0,0.006043,0.044942
122,002594,2018-12-31,按产品分类,汽车及相关产品,76006859000,0.584422,60971706000.0,0.560787,15035153000.0,0.704904,0.197813
123,002594,2018-12-31,按产品分类,手机部件及组装等,42229944000,0.324709,36911584000.0,0.339494,5318360000.0,0.249345,0.125938
124,002594,2018-12-31,按产品分类,二次充电电池及光伏,8949916000,0.068817,8102958000.0,0.074527,846958000.0,0.039709,0.094633
125,002594,2018-12-31,按产品分类,其他,2867988000,0.022052,2739095000.0,0.025193,128893000.0,0.006043,0.044942
126,002594,2018-12-31,按地区分类,中国(包括港澳台地区),114727632000,0.882149,95128107000.0,1.0,19599525000.0,1.0,0.170835
127,002594,2018-12-31,按地区分类,亚太(除中国),8364918000,0.064318,,,,,
128,002594,2018-12-31,按地区分类,其他,4625235000,0.035564,,,,,
129,002594,2018-12-31,按地区分类,美国,2336922000,0.017969,,,,,
130,002594,2018-06-30,,交通运输设备制造业,29225936000,0.539713,23745972000.0,0.570929,5479964000.0,0.682375,0.187503
131,002594,2018-06-30,,日用电子器件制造业,20396633000,0.376663,17845875000.0,0.429071,2550758000.0,0.317625,0.125058
132,002594,2018-06-30,,电子元器件制造业,4525927000,0.08358,,,,,
133,002594,2018-06-30,,其他,2434000,4.5e-05,,,,,
134,002594,2018-06-30,按产品分类,汽车及相关产品,29225936000,0.539713,23745972000.0,0.570929,5479964000.0,0.682375,0.187503
135,002594,2018-06-30,按产品分类,手机部件及组装等,20396633000,0.376663,17845875000.0,0.429071,2550758000.0,0.317625,0.125058
136,002594,2018-06-30,按产品分类,二次充电电池及光伏,4525927000,0.08358,,,,,
137,002594,2018-06-30,按产品分类,其他,2434000,4.5e-05,,,,,
138,002594,2018-06-30,按地区分类,中国(包括港澳台地区),46785631000,0.863986,39087263000.0,1.0,7698368000.0,1.0,0.164546
139,002594,2018-06-30,按地区分类,亚太(除中国),4186215000,0.077306,,,,,
140,002594,2018-06-30,按地区分类,其他,2221500000,0.041024,,,,,
141,002594,2018-06-30,按地区分类,美国,957584000,0.017684,,,,,
142,002594,2017-12-31,,交通运输设备制造业,56624341000,0.534622,42860057000.0,0.499677,13764284000.0,0.683457,0.243081
143,002594,2017-12-31,,日用电子器件制造业,40473220000,0.38213,35175832000.0,0.410092,5297388000.0,0.263038,0.130886
144,002594,2017-12-31,,电子元器件制造业,8766621000,0.082771,7696338000.0,0.089727,1070283000.0,0.053144,0.122086
145,002594,2017-12-31,,其他,50520000,0.000477,43255000.0,0.000504,7265000.0,0.000361,0.143804
146,002594,2017-12-31,按产品分类,汽车及相关产品,56624341000,0.534622,42860057000.0,0.499677,13764284000.0,0.683457,0.243081
147,002594,2017-12-31,按产品分类,手机部件及组装等,40473220000,0.38213,35175832000.0,0.410092,5297388000.0,0.263038,0.130886
148,002594,2017-12-31,按产品分类,二次充电电池及光伏,8766621000,0.082771,7696338000.0,0.089727,1070283000.0,0.053144,0.122086
